n,p,c,r,profile,theta,ols_sim,ols_pred,ols_reldev,ridge_med_reldev,ridge_max_reldev,lam_max_sim,lam_max_pred,lam_max_reldev
500,400,0.8,1,sub,0.5236,0.4153315243019287,0.40018010779124924,0.03786149340182368,0.28953838931992537,0.9345690974952512,3.5402109473949106,1.4472135954999579,1.4462256009776504
500,400,0.8,1,super,0.5236,0.3952122624713763,0.3851490540131076,0.026128088212638356,0.21857000889627323,0.8863155549610013,4.766825994907057,3.6832815729997477,0.29417909014890936
500,400,0.8,5,sub,0.5236,0.47390914330665956,0.4620881859152224,0.025581604879216558,0.26559418291777,0.9267798830242461,3.569572564914529,1.4472135954999579,1.4665139797013693
500,400,0.8,5,mixed,0.5236,0.45743172724066705,0.4491337959871167,0.01847541050726976,0.20739886079689526,0.8860641613493597,4.785274469151982,3.6832815729997477,0.299187796075755
500,400,0.8,5,super,0.5236,0.4536282600357975,0.4447318200251948,0.020004055500455743,0.1882694975100346,0.8701093552867966,5.276976030138673,3.6832815729997477,0.4326833084989983
500,400,0.8,25,mixed,0.5236,0.4584350271386973,0.4491337959871167,0.02070926577933896,0.20282612132637626,0.882733119534676,4.828814773335106,3.6832815729997477,0.3110088592554736
500,1000,2.0,1,sub,0.5236,0.27307229615516354,0.2690095797557689,0.015102497104687312,0.1926342618336774,0.6253176089427043,5.767088285282678,1.7071067811865475,2.378282102115596
500,1000,2.0,1,super,0.5236,0.29005652593263404,0.2857461708768048,0.015084559287716801,0.3886770925060698,0.3959553533870483,7.697111487683704,5.242640687119286,0.4681745225444956
500,1000,2.0,5,sub,0.5236,0.3142890783007732,0.3106255065731625,0.011794175462367508,0.19610506507562905,0.4872386762423168,5.804769838089274,1.7071067811865475,2.400355444698422
500,1000,2.0,5,mixed,0.5236,0.3285599816267031,0.32522749807513907,0.010246622967883522,0.3617740321015415,0.36721243623987176,7.697828164011931,5.242640687119286,0.4683112239457547
500,1000,2.0,5,super,0.5236,0.33214343483382835,0.32995125735125613,0.0066439434120370575,0.39302868496600546,0.400793993912461,8.433793607904681,5.242640687119286,0.6086918999857804
500,1000,2.0,25,mixed,0.5236,0.32784101215808403,0.32522749807513907,0.008035956671600853,0.36399846876458086,0.36902497202414525,7.764213093876809,5.242640687119286,0.48097372245113207
500,2500,5.0,1,sub,0.5236,0.1563423046564933,0.1496739601406309,0.044552469311274635,0.38535695399466824,1.3885892520351168,10.402930809761173,2.118033988749895,3.9115976726611392
500,2500,5.0,1,super,0.5236,0.1959317140993733,0.19157705014051707,0.022730613900058417,0.6599127607576277,0.6883115820937322,13.429437312976118,7.708203932499369,0.7422265200269098
500,2500,5.0,5,sub,0.5236,0.1783887509610238,0.1728286023557411,0.03217146079696918,0.3673629588879508,1.2786540149890264,10.429839531238338,2.118033988749895,3.924302247573578
500,2500,5.0,5,mixed,0.5236,0.21337037158097397,0.2101646915840097,0.015253180602331877,0.6397776111114091,0.6697253966191835,13.455890739707007,7.708203932499369,0.7456583735381223
500,2500,5.0,5,super,0.5236,0.22359253136121,0.2212141229383639,0.010751612018500181,0.6640276622920898,0.6919630670049827,14.540353497255625,7.708203932499369,0.8863477957492161
500,2500,5.0,25,mixed,0.5236,0.21285519776718348,0.2101646915840097,0.01280189437576534,0.6405376900066949,0.6705194649802957,13.540043992310212,7.708203932499369,0.7565757355254455
2000,200,0.1,1,sub,0.5236,0.2991584877610982,0.29734755109287603,0.006090302952105168,0.2902761740978412,0.9191380048831994,1.71605877826243,1.158113883008419,0.48177031934428066
2000,200,0.1,1,super,0.5236,0.43278806548236787,0.4328625326800836,0.00017203428824086225,0.1580047013406747,0.8996156385791051,2.16002780755119,1.9486832980505138,0.10845503202706548
2000,200,0.1,5,sub,0.5236,0.3423183727146167,0.34334737733269594,0.002996978238404227,0.24732087836367259,0.9187351774113806,1.7283224502603225,1.158113883008419,0.4923596682656798
2000,200,0.1,5,mixed,0.5236,0.4660458844637914,0.4656627831151279,0.0008227012390827537,0.13881007578466523,0.8929488515104522,2.1608922752728463,1.9486832980505138,0.10889864835123746
2000,200,0.1,5,super,0.5236,0.5011523179544208,0.4998265995298989,0.002652356688837338,0.12384449513095318,0.8888257503941371,2.28468304723813,1.9486832980505138,0.17242398984163027
2000,200,0.1,25,mixed,0.5236,0.4635510852316607,0.4656627831151279,0.004534822107407007,0.14558260773689422,0.8954370790456408,2.1589470535615187,1.9486832980505138,0.10790042472337878
2000,400,0.2,1,sub,0.5236,0.33430066658834984,0.33468114933604465,0.001136851443380151,0.2672900266646998,0.9215630245952525,2.079512173098536,1.223606797749979,0.6994938054630238
2000,400,0.2,1,super,0.5236,0.42896998782401,0.4283793070430818,0.0013788732817311756,0.15960034961740924,0.883971594612384,2.685197697816286,2.341640786499874,0.14671631673700802
2000,400,0.2,5,sub,0.5236,0.38870849489644776,0.3864565033237174,0.005827283415758639,0.2211317271744933,0.9223607899287105,2.088175795005232,1.223606797749979,0.7065742024685217
2000,400,0.2,5,mixed,0.5236,0.4724472334992986,0.4699425368521236,0.005329793433794139,0.14422730696374253,0.8905628578047096,2.698475674235313,2.341640786499874,0.15238668962066196
2000,400,0.2,5,super,0.5236,0.4956607143071028,0.49464981647317724,0.00204366361870543,0.1290915446390925,0.8736025455574046,2.8463162735509013,2.341640786499874,0.21552216290414977
2000,400,0.2,25,mixed,0.5236,0.4724443081533603,0.4699425368521236,0.005323568532430846,0.14114102203225684,0.8844355655491553,2.6954274945775274,2.341640786499874,0.15108496150106343
2000,1000,0.5,1,sub,0.5236,0.38885251634071855,0.38043699609889503,0.02212066735916475,0.2521059199680869,0.9118373058316729,2.8970262346040117,1.3535533905932737,1.1403117562538267
2000,1000,0.5,1,super,0.5236,0.41369113774132593,0.4041061102501573,0.023719085774860288,0.17506594843225168,0.8725645433473042,3.8665022966504883,3.121320343559643,0.2387393381869349
2000,1000,0.5,5,sub,0.5236,0.4504724624174036,0.4392908042147793,0.02545388634440279,0.219017694733752,0.9101356413646396,2.9048801943190905,1.3535533905932737,1.1461142312575179
2000,1000,0.5,5,mixed,0.5236,0.4653650755408462,0.4599411386345313,0.011792676172471678,0.16924734313017273,0.8715891750338471,3.8506799667185887,3.121320343559643,0.2336702237768916
2000,1000,0.5,5,super,0.5236,0.4740963399498687,0.4666215430682018,0.016018970818444164,0.15197719761107364,0.8635670788983815,4.083168521364984,3.121320343559643,0.30815426548254315
2000,1000,0.5,25,mixed,0.5236,0.47039105881276033,0.4599411386345313,0.02272012503437432,0.16238198128143644,0.874763648202476,3.8673159133488064,3.121320343559643,0.23900000245998748
2000,1600,0.8,1,sub,0.5236,0.4313842427939016,0.40018010779124924,0.07797522764157416,0.2826070220988152,0.9111162555528012,3.572133804623042,1.4472135954999579,1.468283752813284
2000,1600,0.8,1,super,0.5236,0.4138782974178471,0.3851490540131076,0.07459253269712497,0.20946746017418844,0.8728664373371922,4.781121636940505,3.6832815729997477,0.2980603144729584
2000,1600,0.8,5,sub,0.5236,0.4933321824113497,0.4620881859152224,0.06761479182646649,0.25580286629584104,0.9060702085731388,3.576773748733219,1.4472135954999579,1.4714898753404666
2000,1600,0.8,5,mixed,0.5236,0.47944344956704443,0.4491337959871167,0.06748468685887342,0.19358121801939937,0.8678936986436461,4.780279804764267,3.6832815729997477,0.2978317595391164
2000,1600,0.8,5,super,0.5236,0.4739943282561848,0.4447318200251948,0.06579809879430767,0.1775708587375124,0.8551673232922861,5.025019271261525,3.6832815729997477,0.36427779730373305
2000,1600,0.8,25,mixed,0.5236,0.4785690582718678,0.4491337959871167,0.06553784762524398,0.1931256847700626,0.8675336444418659,4.783402820037691,3.6832815729997477,0.2986796489039472
2000,4000,2.0,1,sub,0.5236,0.28823448616556274,0.2690095797557689,0.07146550850437353,0.1512983346180656,1.0741291794318761,5.806947232941213,1.7071067811865475,2.4016309330720467
2000,4000,2.0,1,super,0.5236,0.299734980017042,0.2857461708768048,0.048955368666228835,0.37327348296868773,0.377949221825102,7.710735814740899,5.242640687119286,0.470773275323924
2000,4000,2.0,5,sub,0.5236,0.32421822293488056,0.3106255065731625,0.04375917648126722,0.17281891775807204,0.915621699386243,5.8144356130468235,1.7071067811865475,2.406017524577708
2000,4000,2.0,5,mixed,0.5236,0.3384557783099234,0.32522749807513907,0.04067392921286176,0.34673033108374707,0.3505560420698648,7.722953456790785,5.242640687119286,0.47310371198343104
2000,4000,2.0,5,super,0.5236,0.3433042938198274,0.32995125735125613,0.04046972445495499,0.3764633680668878,0.38198368521641307,8.083458700436694,5.242640687119286,0.5418677690990825
2000,4000,2.0,25,mixed,0.5236,0.336753509425394,0.32522749807513907,0.03543984262853451,0.34905103435167406,0.35335354297679306,7.727384094313098,5.242640687119286,0.47394882760106205
2000,10000,5.0,1,sub,0.5236,0.16807960362261282,0.1496739601406309,0.12297158079259961,0.33893570452554084,2.090039125897084,10.441692754974271,2.118033988749895,3.9298985806819666
2000,10000,5.0,1,super,0.5236,0.20581606203690858,0.19157705014051707,0.07432524869731288,0.6425627796621718,0.6725830923806853,13.457125647416946,7.708203932499369,0.7458185804709893
2000,10000,5.0,5,sub,0.5236,0.18853389034356507,0.1728286023557411,0.09087204185969781,0.35793435931635914,1.8332672825325584,10.452810990693251,2.118033988749895,3.935147899521058
2000,10000,5.0,5,mixed,0.5236,0.22349398652737473,0.2101646915840097,0.06342309377898947,0.6222218532917337,0.6540428258713663,13.445008222059803,7.708203932499369,0.7442465637647299
2000,10000,5.0,5,super,0.5236,0.23280204401333995,0.2212141229383639,0.05238327879366344,0.6499494753994476,0.6792695222729408,14.003399098027339,7.708203932499369,0.816687677266313
2000,10000,5.0,25,mixed,0.5236,0.2212687162654936,0.2101646915840097,0.052834872488775185,0.6259736634381792,0.6574869435931994,13.447271384220757,7.708203932499369,0.7445401681089808
2000,200,0.1,5,sub,0.0,0.34786558018331915,0.34334737733269594,0.01315927584979096,0.2348504023895166,0.9088891117967085,1.7264824757424269,1.158113883008419,0.4907709000582597
2000,200,0.1,5,mixed,0.0,0.5032645572034753,0.4998265995298989,0.006878300748319328,0.12118007034046473,0.8839499975952696,2.1569584702409337,1.9486832980505138,0.10687994934773695
2000,400,0.2,5,sub,0.0,0.38611248200986786,0.3864565033237174,0.0008901941379968402,0.22261217641780406,0.9067497408595333,2.0874756981403704,1.223606797749979,0.7060020441034742
2000,400,0.2,5,mixed,0.0,0.49664887165823524,0.49464981647317724,0.004041354345001353,0.12919260747657732,0.8704083175567633,2.692908050839922,2.341640786499874,0.15000903057599135
2000,1000,0.5,5,sub,0.0,0.4534847491943695,0.4392908042147793,0.03231104508313463,0.21315111101942505,0.9018448133265551,2.905781264735173,1.3535533905932737,1.1467799385893045
2000,1000,0.5,5,mixed,0.0,0.4768417404379131,0.4666215430682018,0.021902540766784766,0.15119190723026157,0.858376290727596,3.857703653913624,3.121320343559643,0.2359204533022037
2000,1600,0.8,5,sub,0.0,0.5066012079594538,0.4620881859152224,0.09633014519959639,0.24971944857028217,0.8988672026022057,3.5766694813952413,1.4472135954999579,1.471417828381882
2000,1600,0.8,5,mixed,0.0,0.4805315393899705,0.44473182002519474,0.08049731940194355,0.1751392435478732,0.8526816599816937,4.7921465789871736,3.6832815729997477,0.3010535534714337
2000,4000,2.0,5,sub,0.0,0.3318973668480011,0.3106255065731625,0.06848072622725317,0.15347728399876906,1.1114655006983343,5.81544258447688,1.7071067811865475,2.406607394784513
2000,4000,2.0,5,mixed,0.0,0.3477298737856273,0.32995125735125613,0.05388255397810046,0.3712615528202213,0.37556677185174464,7.719928590882675,5.242640687119286,0.4725267382618593
2000,10000,5.0,5,sub,0.0,0.19507174848037168,0.1728286023557411,0.12870060754669807,0.3355567137125282,2.116593133600092,10.449487577958198,2.118033988749895,3.9335787968755356
2000,10000,5.0,5,mixed,0.0,0.23743000730989736,0.2212141229383639,0.07330401945472365,0.6428675146797728,0.6728931235525814,13.461344064892446,7.708203932499369,0.7463658438169567
2000,200,0.1,5,sub,1.5708,0.34565033127685496,0.34334737733269594,0.0067073584835556045,0.24076631129777906,0.9082954309711785,1.724293253280232,1.158113883008419,0.4888805657014105
2000,200,0.1,5,mixed,1.5708,0.3471627508461019,0.34334737733269594,0.011112283842229346,0.23405565615981305,0.9074453820308883,2.15134932785723,1.9486832980505138,0.10400152246876943
2000,400,0.2,5,sub,1.5708,0.38903998810575424,0.3864565033237174,0.006685059663422921,0.22269987876367967,0.9083500140726551,2.088941270083883,1.223606797749979,0.7071997915712126
2000,400,0.2,5,mixed,1.5708,0.3888914922423966,0.3864565033237174,0.006300809787743521,0.21201531062811244,0.9037309908213518,2.698476500858954,2.341640786499874,0.15238704263110056
2000,1000,0.5,5,sub,1.5708,0.4538731618546246,0.4392908042147793,0.0331952262599963,0.21628973594669482,0.9016926405428807,2.903723035957858,1.3535533905932737,1.145259327144186
2000,1000,0.5,5,mixed,1.5708,0.456483166362305,0.4392908042147793,0.03913663109396661,0.20651598417206285,0.8972388501051739,3.8536717397241453,3.121320343559643,0.23462871975816108
2000,1600,0.8,5,sub,1.5708,0.5066048258408375,0.4620881859152224,0.09633797461721401,0.24453750770410607,0.8944931334782997,3.5754284071533147,1.4472135954999579,1.4705602671719917
2000,1600,0.8,5,mixed,1.5708,0.5129038621361829,0.4620881859152224,0.1099696503175337,0.2448539272695493,0.898554242024127,4.778080790989878,3.6832815729997477,0.29723473383505167
2000,4000,2.0,5,sub,1.5708,0.3343154739405581,0.3106255065731625,0.07626536413169865,0.14728292373784227,1.103133892293575,5.815032182512144,1.7071067811865475,2.406366986879595
2000,4000,2.0,5,mixed,1.5708,0.3331326200531561,0.3106255065731625,0.07245739002019914,0.150749495365181,1.103558532154237,7.733355021790342,5.242640687119286,0.47508774362327105
2000,10000,5.0,5,sub,1.5708,0.19494080027044702,0.1728286023557411,0.12794293081877364,0.3360389687843774,2.076047718271323,10.456548554193885,2.118033988749895,3.936912537633801
2000,10000,5.0,5,mixed,1.5708,0.1962728877502992,0.1728286023557411,0.13565049462300016,0.3314894611938719,2.116261253412788,13.438670747700067,7.708203932499369,0.743424391126949
8000,800,0.1,1,sub,0.5236,0.2995213255672397,0.29734755109287603,0.007310551125691638,0.2893002533325527,0.9101468940972685,1.7260862039211102,1.158113883008419,0.4904287300634685
8000,800,0.1,5,mixed,0.5236,0.46868538297784684,0.4656627831151279,0.0064909629292227026,0.14072129031102487,0.888950541095917,2.1504849884838744,1.9486832980505138,0.10355797200871247
8000,800,0.1,1,super,0.5236,0.43558872951010813,0.4328625326800836,0.006298066069948729,0.15135906236364183,0.8885751544043509,2.154473348545759,1.9486832980505138,0.10560466685434204
8000,1600,0.2,1,sub,0.5236,0.33758083365046376,0.33468114933604465,0.00866402042711888,0.2597588462591376,0.9106312591347375,2.0882707673392624,1.223606797749979,0.706651819178567
8000,1600,0.2,5,mixed,0.5236,0.47261336241945967,0.4699425368521236,0.00568330244209513,0.1432104571416118,0.8793569773845377,2.6859999493099425,2.341640786499874,0.1470589190260873
8000,1600,0.2,1,super,0.5236,0.4314188270156349,0.4283793070430818,0.007095394017824026,0.15617385226492345,0.8804491492803584,2.6890509730885506,2.341640786499874,0.14836186173027918
