config_name,arm,n_reps,size_power_bench,size_power_s0,size_power_b1,size_power_ucm,size_power_js,T_mean,ucm_rho_mean,js_asym_mean,rel_err_ols_mean,tau_ols_mean,tau_ols_err_mean,tau_ols_sign_ok,tau_trim_onatski_mean,tau_trim_onatski_err_mean,tau_trim_onatski_sign_ok,tau_ridge1_mean,tau_ridge1_err_mean,tau_ridge1_sign_ok
C_main,m2_null,300,0.31,1.0,0.91,0.7333333333333333,1.0,1.4946004853817507,0.1414342408127683,0.22748263533566274,,1.0142762058258634,0.1103702510558566,1.0,0.9951770453933515,0.12775770893027674,1.0,0.9989350665810441,0.02646741257619665,1.0
C_main,m2_pos,300,0.11333333333333333,1.0,0.8366666666666667,0.4,1.0,0.9415592237080186,0.03889554468905729,0.14778309495860684,,0.9250777994285232,0.4210297459341889,0.9933333333333333,0.9809056634071491,0.17295744703222235,1.0,0.9628588572211932,0.2377924792803366,1.0
